Start_Station,End_Station,Distance_km,Fare_INR
Peenya,Pattanagere,27.6,90
Peenya,Jnanabharathi,26.4,90
Peenya,Rajarajeshwari Nagar,25.2,90
Peenya,RR Nagar,24.0,60
Peenya,Nayandahalli,22.8,60
Peenya,Pantharapalya – Nayandahalli,21.6,60
Peenya,Mysuru Road,20.4,60
Peenya,Deepanjali Nagar,19.2,50
Peenya,Attiguppe,18.0,50
Peenya,Vijayanagar,16.8,50
Peenya,Hosahalli,15.6,50
Peenya,"Sri Balagangadharanatha Swamiji Station, Hosahalli",14.4,40
Peenya,Magadi Road,13.2,40
Peenya,Krantiveera Sangolli Rayanna Railway Station,12.0,40
Peenya,Majestic (Nadaprabhu Kempegowda),10.8,40
Peenya,Sir M. Visvesvaraya,12.0,40
Peenya,Vidhana Soudha,13.2,40
Peenya,Cubbon Park,14.4,40
Peenya,Mahatma Gandhi Road,15.6,50
Peenya,Trinity,16.8,50
Peenya,Halasuru,18.0,50
Peenya,Indiranagar,19.2,50
Peenya,Swami Vivekananda Road,20.4,60
Peenya,Baiyyappanahalli,21.6,60
Peenya,Bennigana Halli,22.8,60
Peenya,Krishnarajapura,24.0,60
Peenya,Singayyanapalya,25.2,90
Peenya,Garudacharpalya,26.4,90
Peenya,Hoodi,27.6,90
Peenya,Seetharamapalya,28.8,90
Peenya,Kundalahalli,30.0,90
Peenya,Nallurhalli,31.2,90
Peenya,Sri Sathya Sai Hospital,32.4,90
Peenya,Pattandur Agrahara,33.6,90
Peenya,Kadugodi Tree Park,34.8,90
Peenya,Channasandra,36.0,90
Peenya,Whitefield (Kadugodi),37.2,90
Peenya,Madavara,8.4,30
Peenya,Chikkabidarakallu,7.2,30
Peenya,Manjunath Nagar,6.0,30
Peenya,Nagasandra,4.8,20
Peenya,Dasarahalli,3.6,20
Peenya,Jalahalli,2.4,20
Peenya,Peenya Industry,1.2,10
Peenya,Peenya,0.0,10
Peenya,Goraguntepalya,1.2,10
Peenya,Yeshwanthpur,2.4,20
Peenya,Sandal Soap Factory,3.6,20
Peenya,Mahalakshmi,4.8,20
Peenya,Rajajinagar,6.0,30
Peenya,Kuvempu Road,7.2,30
Peenya,Srirampura,8.4,30
Peenya,Mantri Square Sampige Road,9.6,30
Peenya,Chickpete,12.0,40
Peenya,Krishna Rajendra Market,13.2,40
Peenya,National College,14.4,40
Peenya,Lalbagh,15.6,50
Peenya,South End Circle,16.8,50
Peenya,Jayanagar,18.0,50
Peenya,Rashtriya Vidyalaya Road,19.2,50
Peenya,Banashankari,20.4,60
Peenya,Jayaprakash Nagar,21.6,60
Peenya,Yelachenahalli,22.8,60
Peenya,Konanakunte Cross,24.0,60
Peenya,Doddakallasandra,25.2,90
Peenya,Vajarahalli,26.4,90
Peenya,Thalaghattapura,27.6,90
Peenya,Silk Institute,28.8,90
Peenya,Ragigudda,20.4,60
Peenya,Jayadeva Hospital,21.6,60
Peenya,BTM Layout,22.8,60
Peenya,Central Silk Board,24.0,60
Peenya,Bommanahalli,25.2,90
Peenya,Hongasandra,26.4,90
Peenya,Kudlu Gate,27.6,90
Peenya,Singasandra,28.8,90
Peenya,Hosa Road,30.0,90
Peenya,Beratena Agrahara,31.2,90
Peenya,Electronic City,32.4,90
Peenya,Infosys Foundation Konappana Agrahara,33.6,90
Peenya,Huskur Road,34.8,90
Peenya,Biocon Hebbagodi,36.0,90
Peenya,Delta Electronics Bommasandra,37.2,90
Peenya,Bommasandra,38.4,90
Goraguntepalya,Challaghatta,30.0,90
Goraguntepalya,Kengeri Bus Terminal,28.8,90
Goraguntepalya,Kengeri,27.6,90
Goraguntepalya,Pattanagere,26.4,90
Goraguntepalya,Jnanabharathi,25.2,90
Goraguntepalya,Rajarajeshwari Nagar,24.0,60
Goraguntepalya,RR Nagar,22.8,60
Goraguntepalya,Nayandahalli,21.6,60
Goraguntepalya,Pantharapalya – Nayandahalli,20.4,60
Goraguntepalya,Mysuru Road,19.2,50
Goraguntepalya,Deepanjali Nagar,18.0,50
Goraguntepalya,Attiguppe,16.8,50
Goraguntepalya,Vijayanagar,15.6,50
Goraguntepalya,Hosahalli,14.4,40
Goraguntepalya,"Sri Balagangadharanatha Swamiji Station, Hosahalli",13.2,40
Goraguntepalya,Magadi Road,12.0,40
Goraguntepalya,Krantiveera Sangolli Rayanna Railway Station,10.8,40
Goraguntepalya,Majestic (Nadaprabhu Kempegowda),9.6,30
Goraguntepalya,Sir M. Visvesvaraya,10.8,40
Goraguntepalya,Vidhana Soudha,12.0,40
Goraguntepalya,Cubbon Park,13.2,40
Goraguntepalya,Mahatma Gandhi Road,14.4,40
Goraguntepalya,Trinity,15.6,50
Goraguntepalya,Halasuru,16.8,50
Goraguntepalya,Indiranagar,18.0,50
Goraguntepalya,Swami Vivekananda Road,19.2,50
Goraguntepalya,Baiyyappanahalli,20.4,60
Goraguntepalya,Bennigana Halli,21.6,60
Goraguntepalya,Krishnarajapura,22.8,60
Goraguntepalya,Singayyanapalya,24.0,60
Goraguntepalya,Garudacharpalya,25.2,90
Goraguntepalya,Hoodi,26.4,90
Goraguntepalya,Seetharamapalya,27.6,90
Goraguntepalya,Kundalahalli,28.8,90
Goraguntepalya,Nallurhalli,30.0,90
Goraguntepalya,Sri Sathya Sai Hospital,31.2,90
Goraguntepalya,Pattandur Agrahara,32.4,90
Goraguntepalya,Kadugodi Tree Park,33.6,90
Goraguntepalya,Channasandra,34.8,90
Goraguntepalya,Whitefield (Kadugodi),36.0,90
Goraguntepalya,Madavara,9.6,30
Goraguntepalya,Chikkabidarakallu,8.4,30
Goraguntepalya,Manjunath Nagar,7.2,30
Goraguntepalya,Nagasandra,6.0,30
Goraguntepalya,Dasarahalli,4.8,20
Goraguntepalya,Jalahalli,3.6,20
Goraguntepalya,Peenya Industry,2.4,20
Goraguntepalya,Peenya,1.2,10
Goraguntepalya,Goraguntepalya,0.0,10
Goraguntepalya,Yeshwanthpur,1.2,10
Goraguntepalya,Sandal Soap Factory,2.4,20
Goraguntepalya,Mahalakshmi,3.6,20
Goraguntepalya,Rajajinagar,4.8,20
Goraguntepalya,Kuvempu Road,6.0,30
Goraguntepalya,Srirampura,7.2,30
Goraguntepalya,Mantri Square Sampige Road,8.4,30
Goraguntepalya,Chickpete,10.8,40
Goraguntepalya,Krishna Rajendra Market,12.0,40
Goraguntepalya,National College,13.2,40
Goraguntepalya,Lalbagh,14.4,40
Goraguntepalya,South End Circle,15.6,50
Goraguntepalya,Jayanagar,16.8,50
Goraguntepalya,Rashtriya Vidyalaya Road,18.0,50
Goraguntepalya,Banashankari,19.2,50
Goraguntepalya,Jayaprakash Nagar,20.4,60
Goraguntepalya,Yelachenahalli,21.6,60
Goraguntepalya,Konanakunte Cross,22.8,60
Goraguntepalya,Doddakallasandra,24.0,60
Goraguntepalya,Vajarahalli,25.2,90
Goraguntepalya,Thalaghattapura,26.4,90
Goraguntepalya,Silk Institute,27.6,90
Goraguntepalya,Ragigudda,19.2,50
Goraguntepalya,Jayadeva Hospital,20.4,60
Goraguntepalya,BTM Layout,21.6,60
Goraguntepalya,Central Silk Board,22.8,60
Goraguntepalya,Bommanahalli,24.0,60
Goraguntepalya,Hongasandra,25.2,90
Goraguntepalya,Kudlu Gate,26.4,90
Goraguntepalya,Singasandra,27.6,90
Goraguntepalya,Hosa Road,28.8,90
Goraguntepalya,Beratena Agrahara,30.0,90
Goraguntepalya,Electronic City,31.2,90
Goraguntepalya,Infosys Foundation Konappana Agrahara,32.4,90
Goraguntepalya,Huskur Road,33.6,90
Goraguntepalya,Biocon Hebbagodi,34.8,90
Goraguntepalya,Delta Electronics Bommasandra,36.0,90
Goraguntepalya,Bommasandra,37.2,90
Yeshwanthpur,Challaghatta,28.8,90
Yeshwanthpur,Kengeri Bus Terminal,27.6,90
Yeshwanthpur,Kengeri,26.4,90
Yeshwanthpur,Pattanagere,25.2,90
Yeshwanthpur,Jnanabharathi,24.0,60
Yeshwanthpur,Rajarajeshwari Nagar,22.8,60
Yeshwanthpur,RR Nagar,21.6,60
Yeshwanthpur,Nayandahalli,20.4,60
Yeshwanthpur,Pantharapalya – Nayandahalli,19.2,50
Yeshwanthpur,Mysuru Road,18.0,50
Yeshwanthpur,Deepanjali Nagar,16.8,50
Yeshwanthpur,Attiguppe,15.6,50
Yeshwanthpur,Vijayanagar,14.4,40
Yeshwanthpur,Hosahalli,13.2,40
Yeshwanthpur,"Sri Balagangadharanatha Swamiji Station, Hosahalli",12.0,40
Yeshwanthpur,Magadi Road,10.8,40
Yeshwanthpur,Krantiveera Sangolli Rayanna Railway Station,9.6,30
Yeshwanthpur,Majestic (Nadaprabhu Kempegowda),8.4,30
Yeshwanthpur,Sir M. Visvesvaraya,9.6,30
Yeshwanthpur,Vidhana Soudha,10.8,40
Yeshwanthpur,Cubbon Park,12.0,40
Yeshwanthpur,Mahatma Gandhi Road,13.2,40
Yeshwanthpur,Trinity,14.4,40
Yeshwanthpur,Halasuru,15.6,50
Yeshwanthpur,Indiranagar,16.8,50
Yeshwanthpur,Swami Vivekananda Road,18.0,50
Yeshwanthpur,Baiyyappanahalli,19.2,50
Yeshwanthpur,Bennigana Halli,20.4,60
Yeshwanthpur,Krishnarajapura,21.6,60
Yeshwanthpur,Singayyanapalya,22.8,60
Yeshwanthpur,Garudacharpalya,24.0,60
Yeshwanthpur,Hoodi,25.2,90
Yeshwanthpur,Seetharamapalya,26.4,90
Yeshwanthpur,Kundalahalli,27.6,90
Yeshwanthpur,Nallurhalli,28.8,90
Yeshwanthpur,Sri Sathya Sai Hospital,30.0,90
Yeshwanthpur,Pattandur Agrahara,31.2,90
Yeshwanthpur,Kadugodi Tree Park,32.4,90
Yeshwanthpur,Channasandra,33.6,90
Yeshwanthpur,Whitefield (Kadugodi),34.8,90
Yeshwanthpur,Madavara,10.8,40
Yeshwanthpur,Chikkabidarakallu,9.6,30
Yeshwanthpur,Manjunath Nagar,8.4,30
Yeshwanthpur,Nagasandra,7.2,30
Yeshwanthpur,Dasarahalli,6.0,30
Yeshwanthpur,Jalahalli,4.8,20
Yeshwanthpur,Peenya Industry,3.6,20
Yeshwanthpur,Peenya,2.4,20
Yeshwanthpur,Goraguntepalya,1.2,10
Yeshwanthpur,Yeshwanthpur,0.0,10
Yeshwanthpur,Sandal Soap Factory,1.2,10
Yeshwanthpur,Mahalakshmi,2.4,20
Yeshwanthpur,Rajajinagar,3.6,20
Yeshwanthpur,Kuvempu Road,4.8,20
Yeshwanthpur,Srirampura,6.0,30
Yeshwanthpur,Mantri Square Sampige Road,7.2,30
Yeshwanthpur,Chickpete,9.6,30
Yeshwanthpur,Krishna Rajendra Market,10.8,40
Yeshwanthpur,National College,12.0,40
Yeshwanthpur,Lalbagh,13.2,40
Yeshwanthpur,South End Circle,14.4,40
Yeshwanthpur,Jayanagar,15.6,50
Yeshwanthpur,Rashtriya Vidyalaya Road,16.8,50
Yeshwanthpur,Banashankari,18.0,50
Yeshwanthpur,Jayaprakash Nagar,19.2,50
Yeshwanthpur,Yelachenahalli,20.4,60
Yeshwanthpur,Konanakunte Cross,21.6,60
Yeshwanthpur,Doddakallasandra,22.8,60
Yeshwanthpur,Vajarahalli,24.0,60
Yeshwanthpur,Thalaghattapura,25.2,90
Yeshwanthpur,Silk Institute,26.4,90
Yeshwanthpur,Ragigudda,18.0,50
Yeshwanthpur,Jayadeva Hospital,19.2,50
Yeshwanthpur,BTM Layout,20.4,60
Yeshwanthpur,Central Silk Board,21.6,60
Yeshwanthpur,Bommanahalli,22.8,60
Yeshwanthpur,Hongasandra,24.0,60
Yeshwanthpur,Kudlu Gate,25.2,90
Yeshwanthpur,Singasandra,26.4,90
Yeshwanthpur,Hosa Road,27.6,90
Yeshwanthpur,Beratena Agrahara,28.8,90
Yeshwanthpur,Electronic City,30.0,90
Yeshwanthpur,Infosys Foundation Konappana Agrahara,31.2,90
Yeshwanthpur,Huskur Road,32.4,90
Yeshwanthpur,Biocon Hebbagodi,33.6,90
Yeshwanthpur,Delta Electronics Bommasandra,34.8,90
Yeshwanthpur,Bommasandra,36.0,90
Sandal Soap Factory,Challaghatta,27.6,90
Sandal Soap Factory,Kengeri Bus Terminal,26.4,90
Sandal Soap Factory,Kengeri,25.2,90
Sandal Soap Factory,Pattanagere,24.0,60
Sandal Soap Factory,Jnanabharathi,22.8,60
Sandal Soap Factory,Rajarajeshwari Nagar,21.6,60
Sandal Soap Factory,RR Nagar,20.4,60
Sandal Soap Factory,Nayandahalli,19.2,50
Sandal Soap Factory,Pantharapalya – Nayandahalli,18.0,50
Sandal Soap Factory,Mysuru Road,16.8,50
Sandal Soap Factory,Deepanjali Nagar,15.6,50
Sandal Soap Factory,Attiguppe,14.4,40
Sandal Soap Factory,Vijayanagar,13.2,40
Sandal Soap Factory,Hosahalli,12.0,40
Sandal Soap Factory,"Sri Balagangadharanatha Swamiji Station, Hosahalli",10.8,40
Sandal Soap Factory,Magadi Road,9.6,30
Sandal Soap Factory,Krantiveera Sangolli Rayanna Railway Station,8.4,30
Sandal Soap Factory,Majestic (Nadaprabhu Kempegowda),7.2,30
Sandal Soap Factory,Sir M. Visvesvaraya,8.4,30
Sandal Soap Factory,Vidhana Soudha,9.6,30
Sandal Soap Factory,Cubbon Park,10.8,40
Sandal Soap Factory,Mahatma Gandhi Road,12.0,40
Sandal Soap Factory,Trinity,13.2,40
Sandal Soap Factory,Halasuru,14.4,40
Sandal Soap Factory,Indiranagar,15.6,50
Sandal Soap Factory,Swami Vivekananda Road,16.8,50
Sandal Soap Factory,Baiyyappanahalli,18.0,50
Sandal Soap Factory,Bennigana Halli,19.2,50
Sandal Soap Factory,Krishnarajapura,20.4,60
Sandal Soap Factory,Singayyanapalya,21.6,60
Sandal Soap Factory,Garudacharpalya,22.8,60
Sandal Soap Factory,Hoodi,24.0,60
Sandal Soap Factory,Seetharamapalya,25.2,90
Sandal Soap Factory,Kundalahalli,26.4,90
Sandal Soap Factory,Nallurhalli,27.6,90
Sandal Soap Factory,Sri Sathya Sai Hospital,28.8,90
Sandal Soap Factory,Pattandur Agrahara,30.0,90
Sandal Soap Factory,Kadugodi Tree Park,31.2,90
Sandal Soap Factory,Channasandra,32.4,90
Sandal Soap Factory,Whitefield (Kadugodi),33.6,90
Sandal Soap Factory,Madavara,12.0,40
Sandal Soap Factory,Chikkabidarakallu,10.8,40
Sandal Soap Factory,Manjunath Nagar,9.6,30
Sandal Soap Factory,Nagasandra,8.4,30
Sandal Soap Factory,Dasarahalli,7.2,30
Sandal Soap Factory,Jalahalli,6.0,30
Sandal Soap Factory,Peenya Industry,4.8,20
Sandal Soap Factory,Peenya,3.6,20
Sandal Soap Factory,Goraguntepalya,2.4,20
Sandal Soap Factory,Yeshwanthpur,1.2,10
Sandal Soap Factory,Sandal Soap Factory,0.0,10
Sandal Soap Factory,Mahalakshmi,1.2,10
Sandal Soap Factory,Rajajinagar,2.4,20
Sandal Soap Factory,Kuvempu Road,3.6,20
Sandal Soap Factory,Srirampura,4.8,20
Sandal Soap Factory,Mantri Square Sampige Road,6.0,30
Sandal Soap Factory,Chickpete,8.4,30
Sandal Soap Factory,Krishna Rajendra Market,9.6,30
Sandal Soap Factory,National College,10.8,40
Sandal Soap Factory,Lalbagh,12.0,40
Sandal Soap Factory,South End Circle,13.2,40
Sandal Soap Factory,Jayanagar,14.4,40
Sandal Soap Factory,Rashtriya Vidyalaya Road,15.6,50
Sandal Soap Factory,Banashankari,16.8,50
Sandal Soap Factory,Jayaprakash Nagar,18.0,50
Sandal Soap Factory,Yelachenahalli,19.2,50
Sandal Soap Factory,Konanakunte Cross,20.4,60
Sandal Soap Factory,Doddakallasandra,21.6,60
Sandal Soap Factory,Vajarahalli,22.8,60
Sandal Soap Factory,Thalaghattapura,24.0,60
Sandal Soap Factory,Silk Institute,25.2,90
Sandal Soap Factory,Ragigudda,16.8,50
Sandal Soap Factory,Jayadeva Hospital,18.0,50
Sandal Soap Factory,BTM Layout,19.2,50
Sandal Soap Factory,Central Silk Board,20.4,60
Sandal Soap Factory,Bommanahalli,21.6,60
Sandal Soap Factory,Hongasandra,22.8,60
Sandal Soap Factory,Kudlu Gate,24.0,60
Sandal Soap Factory,Singasandra,25.2,90
Sandal Soap Factory,Hosa Road,26.4,90
Sandal Soap Factory,Beratena Agrahara,27.6,90
Sandal Soap Factory,Electronic City,28.8,90
Sandal Soap Factory,Infosys Foundation Konappana Agrahara,30.0,90
Sandal Soap Factory,Huskur Road,31.2,90
Sandal Soap Factory,Biocon Hebbagodi,32.4,90
Sandal Soap Factory,Delta Electronics Bommasandra,33.6,90
Sandal Soap Factory,Bommasandra,34.8,90
Mahalakshmi,Challaghatta,26.4,90
Mahalakshmi,Kengeri Bus Terminal,25.2,90
Mahalakshmi,Kengeri,24.0,60
Mahalakshmi,Pattanagere,22.8,60
Mahalakshmi,Jnanabharathi,21.6,60
Mahalakshmi,Rajarajeshwari Nagar,20.4,60
Mahalakshmi,RR Nagar,19.2,50
Mahalakshmi,Nayandahalli,18.0,50
Mahalakshmi,Pantharapalya – Nayandahalli,16.8,50
Mahalakshmi,Mysuru Road,15.6,50
Mahalakshmi,Deepanjali Nagar,14.4,40
Mahalakshmi,Attiguppe,13.2,40
Mahalakshmi,Vijayanagar,12.0,40
Mahalakshmi,Hosahalli,10.8,40
Mahalakshmi,"Sri Balagangadharanatha Swamiji Station, Hosahalli",9.6,30
Mahalakshmi,Magadi Road,8.4,30
Mahalakshmi,Krantiveera Sangolli Rayanna Railway Station,7.2,30
Mahalakshmi,Majestic (Nadaprabhu Kempegowda),6.0,30
Mahalakshmi,Sir M. Visvesvaraya,7.2,30
Mahalakshmi,Vidhana Soudha,8.4,30
Mahalakshmi,Cubbon Park,9.6,30
Mahalakshmi,Mahatma Gandhi Road,10.8,40
Mahalakshmi,Trinity,12.0,40
Mahalakshmi,Halasuru,13.2,40
Mahalakshmi,Indiranagar,14.4,40
Mahalakshmi,Swami Vivekananda Road,15.6,50
Mahalakshmi,Baiyyappanahalli,16.8,50
Mahalakshmi,Bennigana Halli,18.0,50
Mahalakshmi,Krishnarajapura,19.2,50
Mahalakshmi,Singayyanapalya,20.4,60
Mahalakshmi,Garudacharpalya,21.6,60
Mahalakshmi,Hoodi,22.8,60
Mahalakshmi,Seetharamapalya,24.0,60
Mahalakshmi,Kundalahalli,25.2,90
Mahalakshmi,Nallurhalli,26.4,90
Mahalakshmi,Sri Sathya Sai Hospital,27.6,90
Mahalakshmi,Pattandur Agrahara,28.8,90
Mahalakshmi,Kadugodi Tree Park,30.0,90
Mahalakshmi,Channasandra,31.2,90
Mahalakshmi,Whitefield (Kadugodi),32.4,90
Mahalakshmi,Madavara,13.2,40
Mahalakshmi,Chikkabidarakallu,12.0,40
Mahalakshmi,Manjunath Nagar,10.8,40
Mahalakshmi,Nagasandra,9.6,30
Mahalakshmi,Dasarahalli,8.4,30
Mahalakshmi,Jalahalli,7.2,30
Mahalakshmi,Peenya Industry,6.0,30
Mahalakshmi,Peenya,4.8,20
Mahalakshmi,Goraguntepalya,3.6,20
Mahalakshmi,Yeshwanthpur,2.4,20
Mahalakshmi,Sandal Soap Factory,1.2,10
Mahalakshmi,Mahalakshmi,0.0,10
Mahalakshmi,Rajajinagar,1.2,10
Mahalakshmi,Kuvempu Road,2.4,20
Mahalakshmi,Srirampura,3.6,20
Mahalakshmi,Mantri Square Sampige Road,4.8,20
Mahalakshmi,Chickpete,7.2,30
Mahalakshmi,Krishna Rajendra Market,8.4,30
Mahalakshmi,National College,9.6,30
Mahalakshmi,Lalbagh,10.8,40
Mahalakshmi,South End Circle,12.0,40
Mahalakshmi,Jayanagar,13.2,40
Mahalakshmi,Rashtriya Vidyalaya Road,14.4,40
Mahalakshmi,Banashankari,15.6,50
Mahalakshmi,Jayaprakash Nagar,16.8,50
Mahalakshmi,Yelachenahalli,18.0,50
Mahalakshmi,Konanakunte Cross,19.2,50
Mahalakshmi,Doddakallasandra,20.4,60
Mahalakshmi,Vajarahalli,21.6,60
Mahalakshmi,Thalaghattapura,22.8,60
Mahalakshmi,Silk Institute,24.0,60
Mahalakshmi,Ragigudda,15.6,50
Mahalakshmi,Jayadeva Hospital,16.8,50
Mahalakshmi,BTM Layout,18.0,50
Mahalakshmi,Central Silk Board,19.2,50
Mahalakshmi,Bommanahalli,20.4,60
Mahalakshmi,Hongasandra,21.6,60
Mahalakshmi,Kudlu Gate,22.8,60
Mahalakshmi,Singasandra,24.0,60
Mahalakshmi,Hosa Road,25.2,90
Mahalakshmi,Beratena Agrahara,26.4,90
Mahalakshmi,Electronic City,27.6,90
Mahalakshmi,Infosys Foundation Konappana Agrahara,28.8,90
Mahalakshmi,Huskur Road,30.0,90
Mahalakshmi,Biocon Hebbagodi,31.2,90
Mahalakshmi,Delta Electronics Bommasandra,32.4,90
Mahalakshmi,Bommasandra,33.6,90
Rajajinagar,Challaghatta,25.2,90
Rajajinagar,Kengeri Bus Terminal,24.0,60
Rajajinagar,Kengeri,22.8,60
Rajajinagar,Pattanagere,21.6,60
Rajajinagar,Jnanabharathi,20.4,60
Rajajinagar,Rajarajeshwari Nagar,19.2,50
Rajajinagar,RR Nagar,18.0,50
Rajajinagar,Nayandahalli,16.8,50
Rajajinagar,Pantharapalya – Nayandahalli,15.6,50
Rajajinagar,Mysuru Road,14.4,40
Rajajinagar,Deepanjali Nagar,13.2,40
Rajajinagar,Attiguppe,12.0,40
Rajajinagar,Vijayanagar,10.8,40
Rajajinagar,Hosahalli,9.6,30
Rajajinagar,"Sri Balagangadharanatha Swamiji Station, Hosahalli",8.4,30
Rajajinagar,Magadi Road,7.2,30
Rajajinagar,Krantiveera Sangolli Rayanna Railway Station,6.0,30
Rajajinagar,Majestic (Nadaprabhu Kempegowda),4.8,20
Rajajinagar,Sir M. Visvesvaraya,6.0,30
Rajajinagar,Vidhana Soudha,7.2,30
Rajajinagar,Cubbon Park,8.4,30
Rajajinagar,Mahatma Gandhi Road,9.6,30
Rajajinagar,Trinity,10.8,40
Rajajinagar,Halasuru,12.0,40
Rajajinagar,Indiranagar,13.2,40
Rajajinagar,Swami Vivekananda Road,14.4,40
Rajajinagar,Baiyyappanahalli,15.6,50
Rajajinagar,Bennigana Halli,16.8,50
Rajajinagar,Krishnarajapura,18.0,50
Rajajinagar,Singayyanapalya,19.2,50
Rajajinagar,Garudacharpalya,20.4,60
Rajajinagar,Hoodi,21.6,60
Rajajinagar,Seetharamapalya,22.8,60
Rajajinagar,Kundalahalli,24.0,60
Rajajinagar,Nallurhalli,25.2,90
Rajajinagar,Sri Sathya Sai Hospital,26.4,90
Rajajinagar,Pattandur Agrahara,27.6,90
Rajajinagar,Kadugodi Tree Park,28.8,90
Rajajinagar,Channasandra,30.0,90
Rajajinagar,Whitefield (Kadugodi),31.2,90
Rajajinagar,Madavara,14.4,40
Rajajinagar,Chikkabidarakallu,13.2,40
Rajajinagar,Manjunath Nagar,12.0,40
Rajajinagar,Nagasandra,10.8,40
Rajajinagar,Dasarahalli,9.6,30
Rajajinagar,Jalahalli,8.4,30
Rajajinagar,Peenya Industry,7.2,30
Rajajinagar,Peenya,6.0,30
Rajajinagar,Goraguntepalya,4.8,20
Rajajinagar,Yeshwanthpur,3.6,20
Rajajinagar,Sandal Soap Factory,2.4,20
Rajajinagar,Mahalakshmi,1.2,10
Rajajinagar,Rajajinagar,0.0,10
Rajajinagar,Kuvempu Road,1.2,10
Rajajinagar,Srirampura,2.4,20
Rajajinagar,Mantri Square Sampige Road,3.6,20
Rajajinagar,Chickpete,6.0,30
Rajajinagar,Krishna Rajendra Market,7.2,30
Rajajinagar,National College,8.4,30
Rajajinagar,Lalbagh,9.6,30
Rajajinagar,South End Circle,10.8,40
Rajajinagar,Jayanagar,12.0,40
Rajajinagar,Rashtriya Vidyalaya Road,13.2,40
Rajajinagar,Banashankari,14.4,40
Rajajinagar,Jayaprakash Nagar,15.6,50
Rajajinagar,Yelachenahalli,16.8,50
Rajajinagar,Konanakunte Cross,18.0,50
Rajajinagar,Doddakallasandra,19.2,50
Rajajinagar,Vajarahalli,20.4,60
Rajajinagar,Thalaghattapura,21.6,60
Rajajinagar,Silk Institute,22.8,60
Rajajinagar,Ragigudda,14.4,40
Rajajinagar,Jayadeva Hospital,15.6,50
Rajajinagar,BTM Layout,16.8,50
Rajajinagar,Central Silk Board,18.0,50
Rajajinagar,Bommanahalli,19.2,50
Rajajinagar,Hongasandra,20.4,60
Rajajinagar,Kudlu Gate,21.6,60
Rajajinagar,Singasandra,22.8,60
Rajajinagar,Hosa Road,24.0,60
Rajajinagar,Beratena Agrahara,25.2,90
Rajajinagar,Electronic City,26.4,90
Rajajinagar,Infosys Foundation Konappana Agrahara,27.6,90
Rajajinagar,Huskur Road,28.8,90
Rajajinagar,Biocon Hebbagodi,30.0,90
Rajajinagar,Delta Electronics Bommasandra,31.2,90
Rajajinagar,Bommasandra,32.4,90
Kuvempu Road,Challaghatta,24.0,60
Kuvempu Road,Kengeri Bus Terminal,22.8,60
Kuvempu Road,Kengeri,21.6,60
Kuvempu Road,Pattanagere,20.4,60
Kuvempu Road,Jnanabharathi,19.2,50
Kuvempu Road,Rajarajeshwari Nagar,18.0,50
Kuvempu Road,RR Nagar,16.8,50
Kuvempu Road,Nayandahalli,15.6,50
Kuvempu Road,Pantharapalya – Nayandahalli,14.4,40
Kuvempu Road,Mysuru Road,13.2,40
Kuvempu Road,Deepanjali Nagar,12.0,40
Kuvempu Road,Attiguppe,10.8,40
Kuvempu Road,Vijayanagar,9.6,30
Kuvempu Road,Hosahalli,8.4,30
Kuvempu Road,"Sri Balagangadharanatha Swamiji Station, Hosahalli",7.2,30
Kuvempu Road,Magadi Road,6.0,30
Kuvempu Road,Krantiveera Sangolli Rayanna Railway Station,4.8,20
Kuvempu Road,Majestic (Nadaprabhu Kempegowda),3.6,20
Kuvempu Road,Sir M. Visvesvaraya,4.8,20
Kuvempu Road,Vidhana Soudha,6.0,30
Kuvempu Road,Cubbon Park,7.2,30
Kuvempu Road,Mahatma Gandhi Road,8.4,30
Kuvempu Road,Trinity,9.6,30
Kuvempu Road,Halasuru,10.8,40
Kuvempu Road,Indiranagar,12.0,40
Kuvempu Road,Swami Vivekananda Road,13.2,40
Kuvempu Road,Baiyyappanahalli,14.4,40
Kuvempu Road,Bennigana Halli,15.6,50
Kuvempu Road,Krishnarajapura,16.8,50
Kuvempu Road,Singayyanapalya,18.0,50
Kuvempu Road,Garudacharpalya,19.2,50
Kuvempu Road,Hoodi,20.4,60
Kuvempu Road,Seetharamapalya,21.6,60
Kuvempu Road,Kundalahalli,22.8,60
Kuvempu Road,Nallurhalli,24.0,60
Kuvempu Road,Sri Sathya Sai Hospital,25.2,90
Kuvempu Road,Pattandur Agrahara,26.4,90
Kuvempu Road,Kadugodi Tree Park,27.6,90
Kuvempu Road,Channasandra,28.8,90
Kuvempu Road,Whitefield (Kadugodi),30.0,90
Kuvempu Road,Madavara,15.6,50
Kuvempu Road,Chikkabidarakallu,14.4,40
Kuvempu Road,Manjunath Nagar,13.2,40
Kuvempu Road,Nagasandra,12.0,40
Kuvempu Road,Dasarahalli,10.8,40
Kuvempu Road,Jalahalli,9.6,30
Kuvempu Road,Peenya Industry,8.4,30
Kuvempu Road,Peenya,7.2,30
Kuvempu Road,Goraguntepalya,6.0,30
Kuvempu Road,Yeshwanthpur,4.8,20
Kuvempu Road,Sandal Soap Factory,3.6,20
Kuvempu Road,Mahalakshmi,2.4,20
Kuvempu Road,Rajajinagar,1.2,10
Kuvempu Road,Kuvempu Road,0.0,10
Kuvempu Road,Srirampura,1.2,10
Kuvempu Road,Mantri Square Sampige Road,2.4,20
Kuvempu Road,Chickpete,4.8,20
Kuvempu Road,Krishna Rajendra Market,6.0,30
